Age,Income,Height,Pets,Hobby,RandomScore,Buy_House
22,94141,163,None,Reading,73.87537671010513,0
25,82445,158,Cat,Gaming,54.73691541344478,1
32,147805,196,None,Traveling,35.88918974511867,1
26,84763,182,None,Traveling,37.983978571879575,1
35,110953,176,None,Traveling,-82.36025108111549,0
37,134015,161,Cat,Traveling,-93.31285558998572,1
53,21549,167,None,Gaming,94.70785242120725,0
62,60009,177,Dog,Traveling,-7.4078705525405,1
61,46232,188,Cat,Traveling,77.80324505394044,1
43,122582,171,None,Gaming,-80.47943837408403,1
19,82090,186,None,Reading,34.39067252469499,0
55,37178,151,None,Reading,-59.5365628744972,1
23,31778,163,Cat,Gaming,-52.7159114880064,0
20,77517,167,Cat,Reading,-30.809348897763204,0
38,136235,190,None,Gaming,100.76175695077501,0
40,82700,178,None,Traveling,-14.812407150805502,0
43,54765,193,Dog,Traveling,263.2578991597599,1
66,88980,154,Cat,Traveling,-109.17476089676019,1
39,75308,186,None,Reading,-29.125272982927992,1
37,42763,195,Dog,Reading,18.57435842570539,0
62,85572,165,Cat,Gaming,190.65478076435244,1
47,92580,157,None,Gaming,157.5551403905892,1
49,78295,163,Cat,Traveling,50.32334491429352,0
65,99294,168,None,Gaming,-79.28960138487818,1
19,95543,169,None,Gaming,34.77528955857932,0
65,84430,194,None,Traveling,47.95142582414997,0
57,136724,185,Cat,Traveling,-187.7190477310196,1
56,57791,182,None,Reading,-28.28728157919111,0
55,143812,178,None,Traveling,104.94215843973711,1
47,50725,195,Cat,Reading,33.18860728281878,1
49,71640,171,None,Traveling,-73.39812545844538,1
44,49933,183,None,Traveling,122.14010463185542,1
29,112047,176,None,Gaming,32.17450795419381,0
63,32255,173,Cat,Reading,100.11276192860285,0
40,111334,152,Cat,Gaming,-57.02167312115872,1
32,139976,168,None,Reading,-26.809178258366323,1
52,117918,173,Dog,Gaming,191.91799663053806,0
58,76951,196,None,Gaming,-51.10829027019918,1
67,138087,153,Cat,Gaming,20.470528509956345,1
60,21411,170,None,Traveling,184.05430378156228,0
20,121663,162,None,Gaming,106.90615647712993,0
32,39899,194,None,Traveling,-113.32867900220229,0
22,91986,154,Cat,Gaming,-145.74475297903857,1
45,79160,176,None,Traveling,40.550362884313635,0
57,84903,172,None,Reading,68.01740678581261,1
27,90620,194,Dog,Traveling,14.832860464155706,1
63,49515,170,Cat,Reading,107.60514840121176,1
39,120883,184,Dog,Reading,-61.89142863022278,1
20,83595,170,None,Gaming,-103.74284054796607,0
67,99870,163,Cat,Reading,-9.811064381884634,0
56,52803,199,Dog,Traveling,-25.861048232426263,1
55,61287,186,None,Reading,-44.751888069282025,1
53,32648,166,None,Traveling,19.030543175838822,0
61,132567,191,None,Traveling,-4.590158571397637,1
19,80565,173,Cat,Traveling,35.40113972045926,0
42,73924,195,Cat,Reading,-84.09532306886682,0
55,143387,196,None,Traveling,34.55837804250115,1
47,100056,185,Cat,Gaming,-94.6708584931996,0
23,127478,163,Cat,Traveling,-57.24956738407286,0
32,92250,174,None,Reading,59.01675827390832,0
38,23346,158,None,Reading,-16.22557333051607,0
37,116068,193,None,Reading,7.66567362460993,1
30,45241,163,Dog,Gaming,17.710097780937442,1
28,145539,185,Dog,Traveling,-65.62363835245762,1
21,93714,152,None,Gaming,-109.64185282895282,1
51,97112,185,Cat,Gaming,-26.976679822408485,0
31,64224,171,Dog,Reading,118.75363881647016,1
55,100392,180,None,Gaming,46.062556522950224,0
29,124992,154,Dog,Reading,59.20174457764807,1
31,40638,153,Dog,Reading,-142.45503175247083,1
31,33761,179,None,Traveling,47.391994400305606,0
42,122862,152,Cat,Gaming,-69.88976111660239,1
36,131165,174,None,Reading,-3.764966830384679,1
35,86612,155,Cat,Traveling,35.16115738891562,0
66,128111,194,Cat,Gaming,14.66821178538871,1
29,37038,184,Cat,Traveling,-121.4306880531774,0
20,126894,180,None,Traveling,-59.527192656202885,0
54,77593,157,Dog,Reading,38.061937451071636,0
26,121918,166,Cat,Traveling,-96.67491125925713,1
46,88269,184,None,Reading,103.51427829649866,0
45,82043,165,Dog,Gaming,-131.55903354740053,1
39,77591,166,Cat,Reading,52.33703153107766,1
18,107683,185,Cat,Traveling,-71.87903636048316,1
29,148922,196,None,Reading,86.91907292911748,1
21,90160,190,Dog,Reading,-7.293282087587887,0
41,141111,185,None,Gaming,15.018729997961458,0
20,67598,178,Dog,Traveling,-206.35118404446118,0
23,42648,191,Cat,Gaming,-185.99450075977643,1
18,97057,165,None,Traveling,123.64500660498352,0
34,21383,158,None,Traveling,-174.40343417123074,1
20,87956,154,Cat,Gaming,44.75565024465541,1
68,92721,158,Dog,Traveling,-41.62566551918642,0
20,52194,174,Cat,Traveling,215.54904041376082,1
26,83023,184,None,Gaming,-179.10128806846757,0
35,138384,160,Dog,Gaming,-63.52461374650144,1
50,23266,158,None,Reading,-54.63951851465541,0
60,115807,173,None,Traveling,188.92463869896062,1
43,130081,158,Cat,Reading,-63.79817165842074,0
39,56208,196,Dog,Reading,59.90340964052812,1
18,56835,162,Cat,Gaming,-134.245278176861,0
36,41780,199,None,Traveling,-59.08421866420538,1
23,114372,188,Dog,Traveling,58.0761814420515,0
43,85734,171,Dog,Reading,-155.73438780429674,0
38,148471,172,None,Gaming,163.7928509563817,0
22,45686,185,Cat,Reading,-143.32851714520154,0
35,41246,182,None,Reading,10.11392797304744,0
62,142755,190,Dog,Reading,-200.86582998501794,1
32,77645,157,Cat,Gaming,-159.82094294990816,1
37,123041,182,Cat,Traveling,63.28952511788173,0
65,63391,181,Dog,Traveling,203.95259858508683,1
45,35209,184,Cat,Gaming,16.675951416893792,0
54,70411,182,Cat,Reading,-144.10107240596145,0
68,40992,160,Cat,Traveling,-179.95425815492064,0
26,104854,197,Dog,Gaming,54.833365642230866,1
43,61813,185,Dog,Gaming,93.03110755230483,0
37,41166,167,None,Gaming,35.951087113020435,0
60,103068,179,Dog,Reading,-78.20689311872671,0
24,88706,191,Dog,Gaming,-6.909100354186086,0
68,47177,163,Cat,Gaming,35.32191829212953,0
26,85292,166,Cat,Traveling,48.30372084390868,1
50,114227,183,Dog,Gaming,-156.42961584058477,0
39,77933,196,Dog,Traveling,-35.00164426232948,0
18,148453,169,Dog,Reading,41.24809844785237,0
25,82889,189,Dog,Gaming,81.16097970292832,0
67,95326,174,None,Traveling,-56.99486704781638,0
51,130072,153,Cat,Reading,-72.659090163354,1
65,102515,157,None,Gaming,-118.45932908578854,1
56,52157,162,Dog,Reading,315.49365913824636,1
42,46193,195,None,Reading,81.31103304243636,0
50,102688,150,Cat,Reading,-169.00335892362585,1
26,114665,197,None,Gaming,-41.28618141438004,1
61,56927,162,None,Gaming,-137.91618048534764,0
61,40448,199,None,Reading,-52.231544006153285,0
66,55213,157,None,Traveling,20.37900144240705,1
34,132627,161,Cat,Gaming,1.6666120392221342,1
28,68537,192,Cat,Reading,-94.49482929249419,0
36,80861,173,None,Reading,56.985209735682716,1
39,130730,153,Cat,Reading,-142.81064741855073,1
26,59588,196,None,Traveling,-25.029053020245147,0
27,133435,172,None,Reading,-96.836628034184,0
42,50438,176,Dog,Traveling,-0.8531748268124003,0
38,26786,183,Dog,Traveling,-157.0534724253346,1
28,80848,193,Dog,Reading,-120.35053237575963,1
37,30056,151,None,Reading,75.11818639332678,0
29,32191,194,Cat,Traveling,148.36934892795023,0
56,76308,158,Dog,Reading,-6.083540607044225,1
67,83632,154,Dog,Reading,75.12076350917212,0
32,143297,166,Cat,Traveling,-143.0705444393197,1
23,25622,160,Cat,Gaming,-181.88200995856064,1
34,107982,198,Cat,Traveling,5.2520122729180105,1
22,63769,197,Dog,Reading,11.41093126889789,1
32,23230,185,None,Gaming,105.5537438985181,0
49,76930,199,Dog,Traveling,40.83868293103555,1
65,114216,169,Cat,Traveling,8.716850776264016,1
68,60385,188,Dog,Reading,-33.8330432439626,0
20,20713,192,None,Reading,26.276154731500785,1
20,87481,196,Dog,Gaming,-28.186837706534636,0
32,45809,163,None,Traveling,-111.02334675052347,0
65,76559,192,Dog,Gaming,201.62335188609148,1
49,70800,163,None,Gaming,-25.614898297374506,1
25,141182,161,Dog,Traveling,-5.930604236460227,0
23,60719,161,None,Traveling,-122.17526301816766,1
22,141369,158,Cat,Gaming,-49.1554652487699,0
64,59883,153,None,Traveling,-113.67304651519137,0
33,45192,152,Dog,Gaming,-25.7339003267264,0
63,134120,195,Cat,Gaming,46.91906536636201,1
34,124630,187,Dog,Gaming,-19.877204836100866,1
56,63574,151,Dog,Traveling,-46.6987375045704,1
22,85693,183,Dog,Gaming,128.97578048510354,0
41,66361,192,Cat,Reading,-157.95670320602545,1
44,98510,182,Cat,Gaming,-111.05165921438078,1
42,133509,169,Cat,Reading,6.210613767727267,1
38,20762,163,Dog,Traveling,74.54461392560484,0
63,112910,188,None,Gaming,-39.22623895514403,1
25,131230,198,Dog,Reading,49.85845937382232,0
63,75413,191,None,Traveling,-152.26704559160842,0
51,88913,194,None,Traveling,52.268420570048626,1
32,70568,162,None,Reading,116.06086079524631,1
52,42314,173,Cat,Gaming,83.49568812602658,0
43,51560,160,None,Traveling,-64.22267903849949,1
53,129922,181,Dog,Reading,-27.537974899025482,1
51,137258,194,None,Gaming,165.01364994052312,1
52,146529,154,Cat,Reading,83.10403831059386,0
32,38781,195,Cat,Gaming,203.06162498490986,0
20,113951,168,Cat,Reading,63.54855901512686,1
58,147996,163,Dog,Traveling,9.600714855415278,0
26,148356,180,Dog,Traveling,-180.79213188665616,0
53,62999,194,Dog,Reading,-133.86000413881976,1
69,64274,173,Dog,Reading,64.1567413974798,1
60,30281,165,Cat,Traveling,47.419235703437465,0
43,103951,180,Cat,Traveling,33.654403181838134,0
27,121682,163,None,Reading,9.855449181469355,0
47,29136,173,Dog,Gaming,171.58602397020962,0
59,60244,161,Cat,Traveling,-35.12552689523767,1
53,134933,193,Dog,Reading,-97.94522823069637,0
34,130524,191,None,Gaming,-104.63619214532463,1
42,32121,181,Dog,Gaming,-3.545482868897184,0
28,125337,164,None,Traveling,214.95724208599242,0
64,101208,177,Dog,Traveling,-9.530941883855352,1
48,22792,162,None,Reading,11.001257375952846,0
29,88811,194,Dog,Gaming,262.0993311737428,0
42,149961,157,None,Gaming,227.12757007870414,1
43,45878,177,None,Reading,-184.26106127744956,0
56,102431,192,Cat,Reading,57.75104977780276,1
30,96064,165,None,Gaming,211.87747399530417,0
47,71322,158,None,Traveling,144.7974837831181,1
20,136462,157,Dog,Gaming,1.6774918582343428,0
48,100678,180,None,Reading,-151.87426934769817,1
38,137945,166,Dog,Gaming,109.41350065382669,1
63,130117,191,Cat,Reading,-31.85106305358842,0
52,133297,150,Dog,Reading,-6.010429650284548,1
46,50168,150,Dog,Reading,-72.56287498829022,1
30,133632,159,Dog,Gaming,-215.12716996465718,1
47,37131,153,Cat,Reading,76.83648739162156,0
23,75645,192,Cat,Reading,171.32032212748442,1
28,86481,159,Cat,Gaming,-6.491164355984477,0
28,78791,152,None,Traveling,43.597891293681094,0
21,147818,159,Cat,Reading,-30.653592838428303,0
67,111126,195,None,Reading,-177.51042586287824,1
39,116197,182,Dog,Reading,33.68348576972473,1
51,51849,194,Dog,Reading,-134.55690094882658,1
47,83607,161,Dog,Reading,-6.609241248472593,1
22,88937,172,None,Traveling,-24.879905819170954,1
48,46818,193,None,Gaming,-51.59008305737608,0
45,45785,175,Cat,Traveling,-77.33024535461716,0
48,58573,171,Dog,Gaming,126.8993941387582,0
40,134139,166,Dog,Reading,75.43399795280413,1
20,133255,165,None,Gaming,29.425983964855675,0
52,35149,162,Dog,Gaming,-50.334907055313636,0
38,87938,191,Cat,Traveling,-164.53358035654765,1
38,73441,185,None,Reading,114.45159416174602,0
27,55856,168,None,Traveling,9.818043234359425,0
29,83299,161,Dog,Gaming,-33.32632788692076,0
44,137416,172,Cat,Traveling,-69.4432431874644,1
54,149779,157,Dog,Gaming,80.1256872618495,1
29,73114,189,Cat,Reading,-135.63760692635952,0
40,126298,153,None,Reading,84.00283156269533,0
39,59522,185,None,Gaming,-10.787943012167089,1
40,131855,165,Cat,Reading,-88.994889949541,1
40,95018,199,Cat,Gaming,-55.885293957623226,1
32,80724,184,Dog,Reading,-72.02163374175692,0
43,95903,174,None,Reading,-42.3940491111332,0
45,58050,188,Dog,Traveling,59.527748781835236,0
30,143525,196,None,Reading,-60.63641444816423,0
52,85794,191,None,Gaming,-114.58669132278476,1
54,38088,189,Cat,Traveling,53.30117520491018,0
61,45970,195,Dog,Traveling,-21.76434566264102,0
55,117034,171,Dog,Reading,-11.148990132798273,1
21,54387,168,Cat,Gaming,-71.0886641284509,1
31,104272,191,Dog,Traveling,-93.77479464706695,1
64,60005,160,None,Traveling,-10.77570504828814,1
54,74716,169,Dog,Reading,119.51726157529417,1
25,139948,182,Cat,Reading,46.83254025887262,1
51,149536,167,None,Reading,8.189083579395854,0
19,89272,179,Dog,Reading,-1.1087663723181314,1
25,62065,159,None,Reading,-56.63096610940429,0
42,80207,196,None,Gaming,75.88454230947666,0
44,98200,157,Cat,Traveling,95.49505721205135,1
28,86963,181,Cat,Gaming,-126.8836819547747,1
34,88958,195,Cat,Traveling,-31.54964778516063,1
47,139132,152,Cat,Gaming,-87.6219431686394,1
68,90587,195,Dog,Reading,-80.22726992314358,1
55,81253,195,Cat,Reading,-125.71254774733809,1
27,146722,176,Dog,Gaming,-254.17258330526002,1
51,70392,186,Cat,Traveling,64.5862328402167,0
32,48152,165,Cat,Reading,32.380001751099584,0
39,23173,168,Cat,Gaming,-86.60533899899254,0
42,38457,153,None,Traveling,-11.232864644327755,0
31,87973,184,None,Gaming,25.88824772602906,1
42,104413,159,Cat,Gaming,86.71242742949616,1
62,144496,155,Cat,Traveling,-29.73021563557699,1
34,124479,183,Cat,Traveling,29.313945819806182,1
60,33790,177,Cat,Traveling,22.946104683820607,0
19,132947,179,Dog,Traveling,-117.8265600697627,0
46,69103,167,Cat,Gaming,-67.1308232150553,1
38,148386,180,None,Traveling,82.72246870045021,1
65,66259,170,Dog,Traveling,-118.62731959451574,1
19,73115,178,Dog,Reading,108.81278438874726,1
69,73505,172,Dog,Traveling,-245.74364072798173,0
49,27689,153,Dog,Reading,91.33587710460768,1
25,120531,197,Cat,Gaming,-61.19375144511454,0
53,60241,181,Cat,Reading,-19.659261284621607,0
44,64234,175,None,Reading,-45.34992950463308,1
44,69290,151,Dog,Gaming,13.493617975115551,1
59,144964,195,None,Gaming,-195.7601272550604,0
40,41895,193,Cat,Reading,141.81065789900632,1
29,104035,192,Cat,Gaming,45.55287244617873,0
23,134721,151,Dog,Gaming,-98.5611172946983,0
60,22877,181,None,Reading,-148.4792267471998,1
41,138660,155,Cat,Gaming,59.26242250996236,0
54,116658,172,None,Reading,94.50884512437186,1
42,81948,162,Dog,Reading,15.726607131917403,1
37,143853,152,Dog,Traveling,-56.64262163833386,1
64,42383,169,Dog,Reading,46.4043689371304,0
62,101158,186,Dog,Gaming,-365.5689558038754,1
54,81052,157,Cat,Reading,-10.467350501999432,1
23,26414,163,None,Gaming,-2.7596412740551446,0
38,23129,185,Dog,Traveling,78.22672054457198,0
48,73169,166,None,Reading,-17.461434387580713,0
50,39925,190,None,Gaming,64.43461756299111,0
65,32511,154,Cat,Reading,-132.0128016183815,1
34,50495,195,Dog,Gaming,-157.7130073907543,1
50,73242,170,Cat,Gaming,196.49223924172904,1
66,65221,159,Cat,Gaming,-260.0831181419826,1
19,86975,189,None,Traveling,-50.33388016984024,0
57,87655,186,Cat,Gaming,-229.885417971842,1
50,42712,186,Dog,Traveling,14.650639641479168,0
19,74506,195,Dog,Gaming,-88.68283381296516,0
62,64218,165,Cat,Gaming,-202.63108998499172,1
31,122559,196,Dog,Reading,93.60389443062208,1
20,70554,165,None,Traveling,5.197396689753677,1
43,90839,162,Cat,Reading,41.11867751178146,0
41,130941,165,Dog,Reading,-122.64265606508351,1
29,90373,185,None,Traveling,-127.03069326031431,0
68,39172,172,None,Reading,-32.887074460172684,0
26,89378,152,Dog,Gaming,161.40426210453387,0
21,146579,157,None,Reading,-36.76855591217178,0
22,102993,183,None,Traveling,23.062384216209782,1
22,93305,194,Cat,Traveling,-137.31511428718755,0
29,67217,189,Cat,Gaming,-145.9501936430829,0
62,112647,153,None,Reading,-193.38686910113407,1
28,103675,179,None,Reading,-112.18088387557789,0
45,102556,166,None,Gaming,154.29691510708244,1
44,76991,197,Dog,Traveling,114.47134845046862,0
39,36489,174,Cat,Traveling,-165.91991334707728,0
20,54692,176,Dog,Reading,218.34974761364774,0
38,41958,158,Cat,Reading,98.6932555572735,1
28,123501,180,None,Traveling,106.94491915840558,0
45,145945,176,None,Gaming,-155.78438122597834,0
46,68204,164,Cat,Reading,-201.14151629596094,1
34,56943,173,Dog,Gaming,-126.50020988787536,0
27,39452,158,None,Reading,51.86573532626202,0
32,130812,179,Dog,Traveling,111.47707815558188,1
66,130159,175,Cat,Gaming,-29.683447379016524,1
61,26349,162,None,Reading,18.095336900921016,0
46,46343,178,Cat,Traveling,-34.65427525205881,1
21,40669,198,Cat,Reading,-41.80245970035714,0
56,131578,195,Cat,Reading,-49.55781214817574,1
41,117111,167,Cat,Traveling,-204.13954777054667,1
62,24953,183,Dog,Traveling,-24.116229148128745,0
41,42096,154,Cat,Gaming,80.31449753306968,0
31,131127,158,Dog,Reading,-73.83741260730442,1
43,144107,176,None,Gaming,78.46596246992193,1
28,125546,162,Cat,Traveling,88.76773200688362,0
20,70204,198,None,Reading,-7.531449190406756,1
28,55577,197,Dog,Gaming,133.10476838313372,0
64,52984,158,Dog,Traveling,54.75212447422685,0
63,47523,193,Dog,Traveling,-121.34349641725262,1
67,107111,192,None,Reading,14.485579033094623,0
23,82076,161,Cat,Gaming,127.92189294056216,0
69,21991,159,None,Gaming,223.8506807301797,1
50,97084,176,Cat,Reading,102.81258041260813,0
66,119755,168,Cat,Traveling,-102.05730126727195,0
34,52430,159,Cat,Reading,-169.52146912871405,0
57,94934,168,None,Traveling,63.198665847140035,1
35,122891,189,Dog,Traveling,-145.83168323286094,1
61,97288,165,Cat,Gaming,-49.22331911816182,0
64,46968,197,Dog,Gaming,-13.723828235547037,1
21,122268,150,Cat,Reading,124.33719789151286,1
53,93598,193,None,Reading,4.767824923684564,1
65,41321,153,None,Reading,20.460346653061727,0
56,25717,173,Cat,Reading,-84.1817583771671,1
66,37219,198,None,Gaming,-219.7361730182395,1
32,58172,178,None,Gaming,-23.87586594175861,1
66,46541,172,None,Gaming,131.27651841744475,1
58,145756,177,Cat,Traveling,-32.493266317705995,1
43,131525,185,None,Gaming,-239.57476304524744,1
50,29181,158,Dog,Gaming,26.517206327367372,0
45,112859,176,None,Reading,-140.8071343997873,0
47,36739,192,Cat,Gaming,-15.952341977526968,0
69,57419,158,Cat,Traveling,-75.1338965709722,1
63,51129,150,Cat,Gaming,-2.0345853479954474,0
45,30290,171,None,Gaming,-155.55325315704803,1
62,102453,185,Cat,Traveling,-176.29546669892545,0
57,102104,197,Cat,Traveling,17.62205578886669,1
51,70795,163,None,Traveling,129.5362838590576,1
27,59685,182,Dog,Reading,-31.503331852769445,0
56,72769,160,Cat,Reading,-53.91849770319036,1
66,68944,199,None,Reading,-48.89857620524057,1
32,125847,158,Cat,Reading,45.20901792616335,1
61,50733,156,Dog,Gaming,92.74015615565196,1
69,58523,159,Dog,Gaming,186.336825841309,1
47,106634,180,Cat,Reading,23.217798678294532,1
45,102773,151,None,Reading,-153.93861748881037,1
56,121070,193,Dog,Gaming,43.33982303951978,1
43,93709,195,Cat,Reading,-8.43600138509438,1
43,49488,190,None,Traveling,240.83714947390854,0
61,124374,194,None,Reading,-7.777507357357079,1
18,27586,176,Dog,Reading,165.77356947976568,0
39,126358,177,None,Reading,-46.93136042462715,1
40,141282,188,Dog,Reading,84.20624688552002,0
42,48623,199,None,Traveling,5.405838109497517,0
25,89422,168,None,Reading,47.144088758974576,0
51,26429,175,Cat,Reading,-4.352172972189851,0
69,64969,170,None,Traveling,-20.434409100547338,1
32,44370,176,None,Traveling,-14.353294905892385,0
19,42567,194,Dog,Traveling,-78.53849690352537,0
29,114223,183,None,Gaming,-31.52704613133672,0
35,108400,199,None,Reading,109.32952895924805,1
24,33757,175,None,Traveling,54.98706244129442,0
59,49346,165,None,Gaming,98.57968558226405,0
44,57162,177,Cat,Reading,-197.67129070514187,1
19,118747,192,None,Traveling,7.406791431729987,0
52,96609,151,Dog,Traveling,102.89713170868171,1
63,57452,180,None,Reading,5.830383296655157,1
65,108136,175,Cat,Reading,62.77355603056664,0
30,27745,179,Cat,Traveling,126.07911018688252,0
21,91160,161,Dog,Traveling,73.57235073959001,0
45,43027,182,None,Traveling,152.2863195941261,0
40,46569,188,None,Reading,-102.02474111138551,1
68,79131,151,Cat,Traveling,82.99803242478076,1
35,107692,181,None,Reading,-45.19529203017802,0
38,121921,198,Cat,Reading,39.67566661780168,1
56,101231,178,Dog,Gaming,-4.360430465849094,0
31,104245,180,None,Traveling,57.571642280913196,1
30,114953,165,Cat,Gaming,53.92242328592546,0
65,111859,181,Cat,Reading,160.09283708893537,1
67,144254,151,Dog,Gaming,-124.90357301150874,0
37,144496,187,Dog,Reading,31.817582693849694,1
30,26605,153,Dog,Gaming,7.645391034495209,0
25,134235,168,Cat,Gaming,115.14230640559566,0
21,131288,162,Dog,Reading,-92.15629309629037,1
23,118059,175,None,Reading,-167.1056823543574,1
41,52180,173,None,Reading,-69.10870594094897,1
67,40842,191,Dog,Traveling,7.683116555466764,0
41,37459,177,Cat,Traveling,96.88060989654909,1
66,112518,175,None,Traveling,42.26203215586998,0
37,117845,156,None,Gaming,-38.61559842297909,0
30,143233,159,Cat,Reading,81.62067492980157,0
51,132851,185,None,Reading,45.455131030721,1
25,60882,178,None,Traveling,46.26196201191991,0
51,69610,160,Cat,Reading,64.31757859611182,1
64,95421,181,Dog,Reading,36.41067852493257,1
22,70462,177,Cat,Traveling,-82.59777730406496,1
33,107620,180,None,Traveling,-10.349830288245313,1
33,148856,150,None,Gaming,-58.44556368684144,1
31,45163,159,Cat,Reading,44.47334156716036,0
44,122719,158,Cat,Traveling,-115.45191103415763,1
59,69878,188,Dog,Reading,41.57510728277487,1
59,63311,181,Cat,Reading,212.119858390727,1
48,91920,161,Dog,Gaming,48.002150869720126,1
31,118174,193,Dog,Reading,-128.20772367197247,1
48,148156,175,Cat,Gaming,-108.58146244197695,1
31,138165,174,None,Reading,-47.8213031670841,0
41,131224,197,Cat,Traveling,-21.94422462313188,0
52,87346,179,None,Traveling,-244.40474201906696,1
69,25767,181,None,Reading,-236.4863856799154,1
32,56523,198,Dog,Reading,-144.86295224765826,0
37,40453,166,Cat,Reading,-160.7547652566485,0
67,66811,198,Dog,Reading,52.63786446298022,1
45,95579,156,Dog,Gaming,-84.02228502622602,1
55,75502,167,None,Traveling,-64.81180768924939,0
44,140443,197,None,Reading,8.898377896837198,1
18,57159,166,Cat,Reading,-49.891604486009946,1
29,75281,168,Dog,Reading,-24.242894611357784,0
56,88797,168,None,Traveling,-71.85401951863791,1
44,24475,160,None,Traveling,-33.17088269299233,0
53,36794,189,Dog,Reading,-57.17587993022736,0
48,70273,197,Dog,Gaming,61.979866107146066,0
41,24971,168,Cat,Gaming,-85.43156462149574,0
49,82767,166,None,Traveling,5.780882615612608,1
37,67328,167,Cat,Traveling,5.2169330721481035,1
40,98124,197,Cat,Traveling,61.79479638026205,1
66,106448,155,None,Gaming,46.47087570747606,1
20,38049,161,Cat,Traveling,147.6748703718011,0
33,28259,194,Cat,Traveling,56.24915030130316,1
64,121480,150,Dog,Gaming,3.725895653908498,0
19,87754,163,None,Traveling,84.90072970340007,1
54,71727,155,None,Reading,82.56845795719882,1
38,103106,198,None,Gaming,-39.31563742953823,1
20,129786,173,Dog,Traveling,56.86116060703181,0
29,133226,185,Cat,Traveling,-101.02655455505246,0
45,116850,183,Cat,Traveling,8.288338624449297,1
42,148336,165,Cat,Gaming,67.36909423711687,1
33,60046,154,None,Traveling,-137.93442563674424,0
29,114034,150,Dog,Reading,-115.17242464680125,0
38,86186,157,Dog,Traveling,172.54661020026992,1
62,145010,186,Dog,Gaming,-1.8869567158035565,1
39,122327,156,None,Gaming,-198.07043512134504,1
36,20689,182,None,Gaming,-41.62628084447829,1
29,115371,173,Dog,Traveling,-103.76457937036054,0
29,93248,170,Dog,Traveling,16.183759722639294,0
65,51529,168,None,Reading,-43.85094393229131,1
67,33408,158,Dog,Gaming,11.112326818602678,0
40,69296,193,None,Reading,194.6446703844711,0
59,116917,175,None,Traveling,29.913587559542616,0
52,43021,195,None,Gaming,62.857827594549775,1
26,66945,163,Dog,Gaming,96.5895353355492,0
38,128491,191,None,Reading,-151.70974849409635,1
34,94031,153,Dog,Reading,48.32802531347736,1
19,115739,188,Cat,Gaming,-232.44517063657773,0
54,44479,154,Dog,Gaming,106.78234609238255,0
28,40740,199,None,Reading,-29.96294282284515,0
38,67438,199,None,Reading,45.94144288454211,1
22,26319,178,Cat,Traveling,-59.66783751980892,0
51,29412,172,Cat,Traveling,-78.37894472717429,1
67,133735,182,Cat,Reading,157.45332445195578,1
54,125342,183,None,Gaming,-77.51994440950969,1
49,105098,191,Cat,Traveling,-11.780464485351779,1
27,122251,154,None,Traveling,31.025616240530123,0
56,149978,156,None,Gaming,-101.41878500648272,1
30,109664,193,Dog,Traveling,25.956171871932842,0
19,70410,161,Cat,Gaming,-7.892734421487551,1
40,105259,173,Dog,Traveling,-58.82837773315334,1
57,127024,191,Cat,Gaming,64.92470058325476,0
20,88729,179,Cat,Reading,134.51255459603712,1
38,128396,173,Dog,Reading,37.477733384974584,0
27,77856,184,Dog,Traveling,62.015037942442895,1
20,60206,194,Cat,Traveling,31.445805103767384,1
32,25825,193,Dog,Traveling,-26.498723305534575,0
27,141749,191,None,Traveling,-98.4201989952728,0
64,96954,185,Dog,Gaming,38.48855394173836,0
26,114289,165,Dog,Gaming,-27.167678242667055,0
33,69767,151,None,Reading,115.82646863459468,0
41,87378,171,Dog,Traveling,184.9440313996738,1
37,21106,174,None,Gaming,-143.73644310453594,0
47,149968,159,Cat,Reading,-21.58658126589897,1
30,121079,171,Dog,Gaming,61.81735023474617,0
18,79974,196,Cat,Reading,-102.97581000164821,0
21,70047,199,None,Reading,117.95608114628399,0
24,144756,151,None,Gaming,245.04987007600013,0
67,126542,184,Cat,Reading,-14.081685116980047,0
53,32318,172,Cat,Reading,-187.87656186985419,0
38,48507,150,None,Gaming,14.194098659597962,0
47,41430,170,None,Reading,35.430207724072794,1
56,121642,179,Cat,Reading,3.3886193328054315,1
44,95618,187,Dog,Gaming,-84.94917234722735,1
66,96274,165,Cat,Gaming,-155.1436418678631,0
43,25549,156,None,Reading,85.22089113335666,0
36,112562,186,None,Gaming,82.30184670846074,1
31,95966,170,Dog,Gaming,99.83532301147709,1
69,58554,168,None,Gaming,140.78477077417946,1
57,33424,175,Dog,Reading,153.69739431835478,1
59,127594,177,Dog,Gaming,-176.12226564918475,0
48,115915,160,None,Traveling,34.57876753149775,1
24,127161,187,Cat,Traveling,-71.62765849943122,0
50,137006,178,Cat,Traveling,39.7223950500456,1
26,24618,181,Cat,Traveling,153.86024824310022,1
19,98611,163,Dog,Gaming,-88.59826854245999,0
53,93292,188,Dog,Traveling,52.11470813940171,0
24,80829,180,Cat,Reading,100.3146632584282,0
22,47983,162,Dog,Reading,-85.60504966230869,0
39,106207,198,Cat,Reading,-84.94805612450959,0
51,91165,166,Dog,Gaming,259.4576015084313,0
33,43147,191,Dog,Traveling,-136.47241443313848,0
31,111396,150,None,Traveling,12.477490035814782,0
26,71345,194,Cat,Traveling,93.25780975420724,0
23,147573,162,Cat,Reading,-18.090316394195625,0
62,130562,195,Cat,Reading,-239.8645004472417,0
